date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:23	2888/2888	---M-Z	200	added ('OK')	text/css	etag:%2262d831d9-b48%22	https://altdeck.io/wp-content/fonts/7577b6d93879d429bbadf01d1d095c4f.css	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/7577b6d93879d429bbadf01d1d095c4f.css	(from https://altdeck.io/)
12:19:24	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d846-15db1%22	https://altdeck.io/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/jquery/jquery.minaf6c.js	(from https://altdeck.io/)
12:19:24	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d846-2bd8%22	https://altdeck.io/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://altdeck.io/)
12:19:25	16877/16877	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283c-41ed%22	https://altdeck.io/wp-content/themes/econsulting-agency/js/waypoint.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/econsulting-agency/js/waypoint2608.js	(from https://altdeck.io/)
12:19:25	2576/2576	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283c-a10%22	https://altdeck.io/wp-content/themes/econsulting-agency/js/jquery.counterup.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/econsulting-agency/js/jquery.counterup2608.js	(from https://altdeck.io/)
12:19:26	14855/14855	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283c-3a07%22	https://altdeck.io/wp-content/themes/econsulting-agency/js/jquery-modal-video.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/econsulting-agency/js/jquery-modal-video2608.js	(from https://altdeck.io/)
12:19:26	2115/2115	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283c-843%22	https://altdeck.io/wp-content/themes/econsulting-agency/js/script.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/econsulting-agency/js/script2608.js	(from https://altdeck.io/)
12:19:27	36822/36822	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283e-8fd6%22	https://altdeck.io/wp-content/themes/bizberg/assets/bootstrap/js/bootstrap.min.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/bizberg/assets/bootstrap/js/bootstrap.min2608.js	(from https://altdeck.io/)
12:19:28	774/774	---M-Z	200	added ('OK')	text/xml	date:Mon,%2001%20Aug%202022%2016:20:02%20GMT	https://altdeck.io/xmlrpc.php?rsd	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/xmlrpc0db0.php	(from https://altdeck.io/)
12:19:28	166837/166837	---MCZ	200	added ('OK')	application/json	date:Mon,%2001%20Aug%202022%2016:20:02%20GMT	https://altdeck.io/wp-json/	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-json/index.html	(from https://altdeck.io/)
12:19:28	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:W/%2262a9d844-415%22	https://altdeck.io/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/wlwmanifest.xml	(from https://altdeck.io/)
12:19:29	1554/1554	---M--	200	added ('OK')	image/jpeg	etag:%2262d877ec-612%22	https://altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-32x32.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-32x32.jpg	(from https://altdeck.io/)
12:19:29	6276/6276	---M--	200	added ('OK')	image/jpeg	etag:%2262d877ec-1884%22	https://altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-192x192.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-192x192.jpg	(from https://altdeck.io/)
12:19:30	5885/5885	---M--	200	added ('OK')	image/jpeg	etag:%2262d877ec-16fd%22	https://altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-180x180.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/cropped-36E8F9DC-CBB7-4017-A162-4BA5E2BF51AD-180x180.jpg	(from https://altdeck.io/)
12:19:30	17548/17548	---M--	200	added ('OK')	image/jpeg	etag:%2262d83000-448c%22	https://altdeck.io/wp-content/uploads/2022/07/cropped-716AF2E0-6728-4421-BBEC-F0089A094164.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/cropped-716AF2E0-6728-4421-BBEC-F0089A094164.jpg	(from https://altdeck.io/)
12:19:31	127035/127035	---M--	200	added ('OK')	image/jpeg	etag:%2262d8283e-1f03b%22	https://altdeck.io/wp-content/themes/bizberg/assets/images/breadcrum.jpg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/bizberg/assets/images/breadcrum.jpg	(from https://altdeck.io/)
12:19:31	10536/10536	---M--	200	added ('OK')	font/woff	etag:%2262d82fdd-2928%22	https://altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8ccewI91AcVwob5A.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8ccewI91AcVwob5A.woff	(from https://altdeck.io/)
12:19:32	7796/7796	---M--	200	added ('OK')	font/woff	etag:%2262d82fdd-1e74%22	https://altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cce5I91AcVwob5A.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cce5I91AcVwob5A.woff	(from https://altdeck.io/)
12:19:32	5232/5232	---M--	200	added ('OK')	font/woff	etag:%2262d82fde-1470%22	https://altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cceyI91AcVwob5A.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cceyI91AcVwob5A.woff	(from https://altdeck.io/)
12:19:33	14488/14488	---M--	200	added ('OK')	font/woff	etag:%2262d82fdf-3898%22	https://altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8ccezI91AcVwob5A.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8ccezI91AcVwob5A.woff	(from https://altdeck.io/)
12:19:33	14460/14460	---M--	200	added ('OK')	font/woff	etag:%2262d82fdf-387c%22	https://altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cce9I91AcVwo.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/nunito-sans/pe0qMImSLYBIv1o4X1M8cce9I91AcVwo.woff	(from https://altdeck.io/)
12:19:34	11768/11768	---M--	200	added ('OK')	font/woff	etag:%2262d82928-2df8%22	https://altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCFPrcVIT9d4cydYA.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCFPrcVIT9d4cydYA.woff	(from https://altdeck.io/)
12:19:34	10396/10396	---M--	200	added ('OK')	font/woff	etag:%2262d82928-289c%22	https://altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCMPrcVIT9d4cydYA.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCMPrcVIT9d4cydYA.woff	(from https://altdeck.io/)
12:19:35	4632/4632	---M--	200	added ('OK')	font/woff	etag:%2262d82929-1218%22	https://altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCHPrcVIT9d4cydYA.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCHPrcVIT9d4cydYA.woff	(from https://altdeck.io/)
12:19:36	14852/14852	---M--	200	added ('OK')	font/woff	etag:%2262d8292a-3a04%22	https://altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCGPrcVIT9d4cydYA.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCGPrcVIT9d4cydYA.woff	(from https://altdeck.io/)
12:19:36	21116/21116	---M--	200	added ('OK')	font/woff	etag:%2262d8292a-527c%22	https://altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCIPrcVIT9d4cw.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/raleway/1Ptxg8zYS_SKggPN4iEgvnHyvveLxVtapbCIPrcVIT9d4cw.woff	(from https://altdeck.io/)
12:19:37	15332/15332	---M--	200	added ('OK')	font/woff	etag:%2262d8292e-3be4%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4taVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4taVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:37	7900/7900	---M--	200	added ('OK')	font/woff	etag:%2262d8292f-1edc%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4kaVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4kaVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:38	1504/1504	---M--	200	added ('OK')	font/woff	etag:%2262d8292f-5e0%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4saVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4saVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:38	6824/6824	---M--	200	added ('OK')	font/woff	etag:%2262d82930-1aa8%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4jaVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4jaVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:39	5468/5468	---M--	200	added ('OK')	font/woff	etag:%2262d82930-155c%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4iaVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4iaVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:39	4864/4864	---M--	200	added ('OK')	font/woff	etag:%2262d82931-1300%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4vaVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4vaVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:40	11296/11296	---M--	200	added ('OK')	font/woff	etag:%2262d82931-2c20%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4uaVQUwaEQXjN_mQ.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4uaVQUwaEQXjN_mQ.woff	(from https://altdeck.io/)
12:19:40	15124/15124	---M--	200	added ('OK')	font/woff	etag:%2262d82932-3b14%22	https://altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4gaVQUwaEQXjM.woff	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4gaVQUwaEQXjM.woff	(from https://altdeck.io/)
12:19:41	93945/93945	---M--	200	added ('OK')	image/jpeg	etag:%2262d8447c-16ef9%22	https://altdeck.io/wp-content/uploads/2022/07/D78F434C-AC2E-4BBE-8FE5-08F4E4567889-982x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/D78F434C-AC2E-4BBE-8FE5-08F4E4567889-982x1024.jpg	(from https://altdeck.io/)
12:19:42	228425/228425	---M--	200	added ('OK')	image/jpeg	etag:%2262d85d92-37c49%22	https://altdeck.io/wp-content/uploads/2022/07/C05EAAA5-78F8-4D79-AA53-18118080B5BF.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/C05EAAA5-78F8-4D79-AA53-18118080B5BF.jpg	(from https://altdeck.io/)
12:19:42	88782/88782	---M--	200	added ('OK')	image/jpeg	etag:%2262d844b0-15ace%22	https://altdeck.io/wp-content/uploads/2022/07/573FF50A-ADD2-4206-BB16-752FB73994F6-673x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/573FF50A-ADD2-4206-BB16-752FB73994F6-673x1024.jpg	(from https://altdeck.io/)
12:19:42	65760/65760	---M--	200	added ('OK')	image/jpeg	etag:%2262d860fb-100e0%22	https://altdeck.io/wp-content/uploads/2022/07/9B26007A-2924-4362-A119-D5DDD369E975-619x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/9B26007A-2924-4362-A119-D5DDD369E975-619x1024.jpg	(from https://altdeck.io/)
12:19:43	69061/69061	---M--	200	added ('OK')	image/jpeg	etag:%2262d85e9b-10dc5%22	https://altdeck.io/wp-content/uploads/2022/07/8544AC13-AB93-43F0-A96B-0667562CE6D8-711x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/8544AC13-AB93-43F0-A96B-0667562CE6D8-711x1024.jpg	(from https://altdeck.io/)
12:19:44	110431/110431	---M--	200	added ('OK')	image/jpeg	etag:%2262d85f9e-1af5f%22	https://altdeck.io/wp-content/uploads/2022/07/ECAEAA71-E42E-496A-9E94-CB5A59C9C916-598x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/ECAEAA71-E42E-496A-9E94-CB5A59C9C916-598x1024.jpg	(from https://altdeck.io/)
12:19:44	74631/74631	---M--	200	added ('OK')	image/jpeg	etag:%2262d84491-12387%22	https://altdeck.io/wp-content/uploads/2022/07/F1B7BC9C-AB92-42EB-948A-58022D8D7D04-576x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/F1B7BC9C-AB92-42EB-948A-58022D8D7D04-576x1024.jpg	(from https://altdeck.io/)
12:19:45	450716/450716	---M--	200	added ('OK')	image/png	etag:%2262e010e3-6e09c%22	https://altdeck.io/wp-content/uploads/2022/07/BA462DD6-B438-4A74-B4DD-F2771EA1E42C-576x1024.png	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/BA462DD6-B438-4A74-B4DD-F2771EA1E42C-576x1024.png	(from https://altdeck.io/)
12:19:45	341829/341829	---M--	200	added ('OK')	image/jpeg	etag:%2262e0089b-53745%22	https://altdeck.io/wp-content/uploads/2022/07/1D1247DD-DC1B-44DB-9A42-E007BBDD2EF7.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/1D1247DD-DC1B-44DB-9A42-E007BBDD2EF7.jpg	(from https://altdeck.io/)
12:19:46	151475/151475	---M--	200	added ('OK')	image/jpeg	etag:%2262e00917-24fb3%22	https://altdeck.io/wp-content/uploads/2022/07/CBD7FA56-BE9E-4CD4-94F6-07F0F6972EAE.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/CBD7FA56-BE9E-4CD4-94F6-07F0F6972EAE.jpg	(from https://altdeck.io/)
12:19:46	92116/92116	---M--	200	added ('OK')	image/jpeg	etag:%2262e00ab0-167d4%22	https://altdeck.io/wp-content/uploads/2022/07/43062409-B782-4A02-80CD-30B37BDABB67-706x1024.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/43062409-B782-4A02-80CD-30B37BDABB67-706x1024.jpg	(from https://altdeck.io/)
12:19:46	40875/40875	---M--	200	added ('OK')	image/jpeg	etag:%2262d84474-9fab%22	https://altdeck.io/wp-content/uploads/2022/07/50668A27-F08C-44E8-BF4F-41C93307165C.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/50668A27-F08C-44E8-BF4F-41C93307165C.jpg	(from https://altdeck.io/)
12:19:47	191893/191893	---M--	200	added ('OK')	image/jpeg	etag:%2262e012c7-2ed95%22	https://altdeck.io/wp-content/uploads/2022/07/6EBF9CD7-6D08-42E3-AEB4-2CAAB50276BF.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/6EBF9CD7-6D08-42E3-AEB4-2CAAB50276BF.jpg	(from https://altdeck.io/)
12:19:48	181918/181918	---M--	200	added ('OK')	image/jpeg	etag:%2262e01345-2c69e%22	https://altdeck.io/wp-content/uploads/2022/07/6491A63C-8746-41E2-A3D6-02C981839A25.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/6491A63C-8746-41E2-A3D6-02C981839A25.jpg	(from https://altdeck.io/)
12:19:48	199037/199037	---M--	200	added ('OK')	image/jpeg	etag:%2262e013a8-3097d%22	https://altdeck.io/wp-content/uploads/2022/07/A3BE29AE-2EC3-4CFE-9CA5-15AEE5675654.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/A3BE29AE-2EC3-4CFE-9CA5-15AEE5675654.jpg	(from https://altdeck.io/)
12:19:49	79738/79738	---M--	200	added ('OK')	image/jpeg	etag:%2262d86d79-1377a%22	https://altdeck.io/wp-content/uploads/2022/07/6597EE5F-1D23-45FC-8DD5-618C46066BBB.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/6597EE5F-1D23-45FC-8DD5-618C46066BBB.jpg	(from https://altdeck.io/)
12:19:50	37907/37907	---M--	200	added ('OK')	image/jpeg	etag:%2262d86d7c-9413%22	https://altdeck.io/wp-content/uploads/2022/07/F55D772B-5C38-4D40-B166-622340559F0E.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/F55D772B-5C38-4D40-B166-622340559F0E.jpg	(from https://altdeck.io/)
12:19:51	142428/142428	---M--	200	added ('OK')	image/jpeg	etag:%2262d86d80-22c5c%22	https://altdeck.io/wp-content/uploads/2022/07/4DAD843C-D162-49A5-9E43-2DF0565B6528.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/4DAD843C-D162-49A5-9E43-2DF0565B6528.jpg	(from https://altdeck.io/)
12:19:51	180939/180939	---M--	200	added ('OK')	image/jpeg	etag:%2262d86d88-2c2cb%22	https://altdeck.io/wp-content/uploads/2022/07/26D4B667-E97C-49C3-97FD-A9190486A7D7.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/26D4B667-E97C-49C3-97FD-A9190486A7D7.jpg	(from https://altdeck.io/)
12:19:52	49869/49869	---M--	200	added ('OK')	image/jpeg	etag:%2262d86df2-c2cd%22	https://altdeck.io/wp-content/uploads/2022/07/96F3C359-0D79-4716-827E-0CFDBEBED665.jpeg	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/uploads/2022/07/96F3C359-0D79-4716-827E-0CFDBEBED665.jpg	(from https://altdeck.io/)
12:19:52	6475/6475	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d845-194b%22	https://altdeck.io/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://altdeck.io/)
12:19:53	19142/19142	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d845-4ac6%22	https://altdeck.io/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://altdeck.io/)
12:19:53	21904/21904	---M-Z	200	added ('OK')	application/javascript	etag:%2262d82856-5590%22	https://altdeck.io/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.1	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/plugins/contact-form-7/includes/js/indexd96d.js	(from https://altdeck.io/)
12:19:54	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d845-15fd%22	https://altdeck.io/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/imagesloaded.mineda1.js	(from https://altdeck.io/)
12:19:55	24138/24138	---M-Z	200	added ('OK')	application/javascript	etag:%2262a9d846-5e4a%22	https://altdeck.io/wp-includes/js/masonry.min.js?ver=4.2.2	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-includes/js/masonry.min3a05.js	(from https://altdeck.io/)
12:19:56	91964/91964	---M-Z	200	added ('OK')	application/javascript	etag:%2262d8283e-1673c%22	https://altdeck.io/wp-content/themes/bizberg/assets/js/slick.js?ver=0.4	C:/My%20Web%20Sites/FranzetaR6/altdeck.io/wp-content/themes/bizberg/assets/js/slick2608.js	(from https://altdeck.io/)
